^SAMPLE = GSM171895
!Sample_title = HBEC3-KT
!Sample_geo_accession = GSM171895
!Sample_status = Public on Mar 07 2007
!Sample_submission_date = Feb 26 2007
!Sample_last_update_date = Aug 28 2018
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = Human Bronchial Epithelial Cell
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Histology: immortalized normal
!Sample_characteristics_ch1 = Age: 65
!Sample_characteristics_ch1 = Sex: F
!Sample_characteristics_ch1 = Race:
!Sample_biomaterial_provider_ch1 = Hamon Center for Therapeutic Oncology Research, UT Southwestern Medical Center
!Sample_growth_protocol_ch1 = KSFM supplemented with EGF and BPE
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Qiagen RNeasy kit including DNase1 treatment
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Biotinylated cRNA was prepared according to standard Affymetrix protocol from 5 microgram total RNA
!Sample_hyb_protocol = Following fragmentation, 20 microg of cRNA were hybridized for 16 hr at 45C on GeneChip Human Genome Array. GeneChips were washed and stained in the Affymetrix Fluidics Station
!Sample_scan_protocol = GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A
!Sample_description = Immortalized with CDK4 and hTERT
!Sample_data_processing = Data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 250
!Sample_platform_id = GPL570
!Sample_contact_name = Luc,,Girard
!Sample_contact_email = Luc.Girard@UTSouthwestern.edu
!Sample_contact_laboratory = NB8.114A
!Sample_contact_department = Hamon Center for Therapeutic Oncology Research
!Sample_contact_institute = UT Southwestern Medical Center
!Sample_contact_address = 5323 Harry Hines Blvd
!Sample_contact_city = Dallas
!Sample_contact_state = TX
!Sample_contact_zip/postal_code = 75390-8593
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM171nnn/GSM171895/suppl/GSM171895.CEL.gz
!Sample_relation = Reanalyzed by: GSE64985
!Sample_relation = Reanalyzed by: GSE119087
!Sample_series_id = GSE4824
!Sample_data_row_count = 54675
#ID_REF = Affymetrix IDs
#Stat Pairs = Number of probe pairs
#Stat Pairs Used = Number of probe pairs (unmasked)
#VALUE = MAS5-calculated Signal intensity
#ABS_CALL = the call in an absolute analysis that indicates if the transcript was present (P), absent (A), marginal (M), or no call (NC)
#DETECTION P-VALUE = p-value that indicates the significance level of the detection call
!sample_table_begin
ID_REF	Stat Pairs	Stat Pairs Used	VALUE	ABS_CALL	DETECTION P-VALUE
230059_at	11	11	75.7	A	0.219482
230060_at	11	11	38.8	P	0.037598
230061_at	11	11	16.3	A	0.500000
230062_at	11	11	61.4	A	0.366211
230063_at	11	11	317.4	P	0.001953
230064_at	11	11	4.7	A	0.665527
230065_at	11	11	7.9	A	0.665527
230066_at	11	11	11.3	A	0.601074
230067_at	11	11	25.6	A	0.466064
230068_s_at	11	11	32.8	A	0.194580
230069_at	11	11	416.9	P	0.000732
230070_at	11	11	8.1	A	0.753906
230071_at	11	11	37.7	A	0.171387
230072_at	11	11	73.9	A	0.194580
230073_at	11	11	7.0	A	0.805420
230074_s_at	11	11	83.6	P	0.046143
230075_at	11	11	72.8	P	0.046143
230076_at	11	11	2471.3	P	0.000732
230077_at	11	11	280.5	P	0.001221
230078_at	11	11	859.7	P	0.000244
230079_at	11	11	172.0	A	0.171387
230080_at	11	11	30.6	A	0.533936
230081_at	11	11	20.1	A	0.303711
230082_at	11	11	317.0	P	0.000244
230083_at	11	11	561.1	P	0.001953
230084_at	11	11	84.0	A	0.149658
230085_at	11	11	67.3	M	0.056152
230086_at	11	11	6.5	A	0.780518
230087_at	11	11	41.8	A	0.067627
230088_at	11	11	24.5	A	0.398926
230089_s_at	11	11	71.6	A	0.171387
230090_at	11	11	71.9	A	0.303711
230091_at	11	11	319.5	P	0.000244
230092_at	11	11	23.6	A	0.246094
230093_at	11	11	10.0	A	0.466064
230094_at	11	11	8.7	A	0.888428
230095_at	11	11	96.7	A	0.095215
230096_at	11	11	88.1	A	0.095215
230097_at	11	11	76.9	P	0.000244
230098_at	11	11	227.4	P	0.000732
230099_at	11	11	514.6	P	0.000244
230100_x_at	11	11	168.5	P	0.001953
230101_at	11	11	5.6	A	0.432373
230102_at	11	11	35.3	A	0.601074
230103_at	11	11	8.4	A	0.850342
230104_s_at	11	11	71.6	A	0.194580
230105_at	11	11	62.6	A	0.334473
230106_at	11	11	75.0	A	0.303711
230107_at	11	11	65.6	P	0.046143
230108_at	11	11	296.6	P	0.001221
230109_at	11	11	42.1	A	0.633789
230110_at	11	11	40.1	A	0.095215
230111_at	11	11	10.7	A	0.805420
230112_at	11	11	30.9	A	0.500000
230113_at	11	11	55.2	A	0.111572
230114_at	11	11	3.1	A	0.696289
230115_at	11	11	77.2	A	0.095215
230116_at	11	11	111.4	A	0.274170
230117_at	11	11	16.7	A	0.466064
230118_at	11	11	174.4	A	0.194580
230119_at	11	11	37.9	A	0.246094
230120_s_at	11	11	74.9	P	0.000732
230121_at	11	11	73.4	A	0.274170
230122_at	11	11	158.2	A	0.194580
230123_at	11	11	89.8	A	0.067627
230124_at	11	11	4.0	A	0.962402
230125_at	11	11	22.4	A	0.334473
230126_s_at	11	11	35.0	A	0.246094
230127_at	11	11	741.3	P	0.000244
230128_at	11	11	10.5	A	0.828613
230129_at	11	11	205.9	P	0.002930
230130_at	11	11	107.3	P	0.023926
230131_x_at	11	11	179.3	P	0.000732
230132_at	11	11	131.0	A	0.274170
230133_at	11	11	110.7	A	0.111572
230134_s_at	11	11	81.2	A	0.149658
230135_at	11	11	57.5	A	0.274170
230136_at	11	11	236.2	M	0.056152
230137_at	11	11	2.9	A	0.969727
230138_at	11	11	18.6	A	0.725830
230139_at	11	11	133.2	A	0.194580
230140_at	11	11	2.5	A	0.780518
230141_at	11	11	107.6	P	0.000244
230142_s_at	11	11	213.8	P	0.037598
230143_at	11	11	67.4	P	0.014160
230144_at	11	11	6.2	A	0.366211
230145_at	11	11	9.4	A	0.633789
230146_s_at	11	11	84.8	A	0.334473
230147_at	11	11	31.3	A	0.398926
230148_at	11	11	82.2	A	0.080566
230149_at	11	11	101.7	P	0.000732
230150_at	11	11	64.1	A	0.080566
230151_at	11	11	210.6	P	0.001953
230152_at	11	11	17.2	A	0.398926
230153_at	11	11	2.0	A	0.870361
230154_at	11	11	64.8	P	0.023926
230155_x_at	11	11	78.0	P	0.014160
230156_x_at	11	11	125.6	P	0.004150
230157_at	11	11	149.7	A	0.129639
230158_at	11	11	16.5	A	0.805420
230159_at	11	11	9.7	A	0.696289
230160_x_at	11	11	33.2	A	0.533936
230161_at	11	11	21.3	A	0.633789
230162_s_at	11	11	78.7	P	0.030273
230163_at	11	11	104.3	A	0.111572
230164_at	11	11	69.8	A	0.194580
230165_at	11	11	222.4	P	0.002930
230166_at	11	11	32.1	A	0.601074
230167_at	11	11	17.0	A	0.500000
230168_at	11	11	209.6	P	0.000732
230169_at	11	11	115.6	A	0.149658
230170_at	11	11	12.1	A	0.665527
230171_at	11	11	72.2	A	0.171387
230172_at	11	11	404.8	P	0.037598
230173_at	11	11	55.2	A	0.334473
230174_at	11	11	295.1	P	0.000732
230175_s_at	11	11	1135.7	P	0.000732
230176_at	11	11	518.3	P	0.001221
230177_at	11	11	267.0	P	0.002930
230178_s_at	11	11	265.4	P	0.001953
230179_at	11	11	1097.8	P	0.000244
230180_at	11	11	41.0	A	0.194580
230181_at	11	11	6.5	A	0.888428
230182_at	11	11	8.6	A	0.780518
230183_at	11	11	171.1	P	0.000244
230184_at	11	11	45.2	A	0.567627
230185_at	11	11	98.8	P	0.023926
230186_at	11	11	131.3	A	0.129639
230187_s_at	11	11	85.3	P	0.018555
230188_at	11	11	610.7	P	0.000244
230189_x_at	11	11	11.4	A	0.943848
230190_at	11	11	18.5	A	0.274170
230191_at	11	11	13.9	A	0.805420
230192_at	11	11	149.1	P	0.010742
230193_at	11	11	290.8	P	0.046143
230194_at	11	11	304.2	P	0.000732
230195_at	11	11	29.0	A	0.334473
230196_x_at	11	11	150.0	P	0.004150
230197_s_at	11	11	12.2	A	0.633789
230198_at	11	11	35.4	A	0.567627
230199_at	11	11	31.9	A	0.246094
230200_at	11	11	104.1	A	0.067627
230201_at	11	11	145.5	P	0.000244
230202_at	11	11	14.1	A	0.665527
230203_at	11	11	112.1	A	0.246094
230204_at	11	11	114.4	A	0.111572
230205_at	11	11	658.1	P	0.000244
230206_at	11	11	379.5	P	0.000732
230207_s_at	11	11	380.0	P	0.001221
230208_at	11	11	163.0	P	0.018555
230209_at	11	11	173.4	P	0.001221
230210_at	11	11	32.9	A	0.246094
230211_at	11	11	133.5	P	0.000732
230212_at	11	11	66.0	A	0.274170
230213_at	11	11	76.7	P	0.046143
230214_at	11	11	54.8	A	0.194580
230215_at	11	11	42.6	A	0.398926
230216_at	11	11	133.4	M	0.056152
230217_at	11	11	14.0	A	0.805420
230218_at	11	11	15.8	A	0.725830
230219_at	11	11	183.6	P	0.018555
230220_at	11	11	17.5	A	0.171387
230221_at	11	11	8.8	A	0.500000
230222_at	11	11	3.6	A	0.932373
230223_at	11	11	116.8	A	0.095215
230224_at	11	11	80.1	A	0.080566
230225_x_at	11	11	1.0	A	0.919434
230226_s_at	11	11	209.1	A	0.111572
230227_at	11	11	2.8	A	0.665527
230228_at	11	11	237.6	A	0.149658
230229_at	11	11	229.7	P	0.000244
230230_at	11	11	51.8	A	0.171387
230231_at	11	11	56.2	A	0.149658
230232_at	11	11	33.4	A	0.334473
230233_at	11	11	10.6	A	0.274170
230234_at	11	11	11.6	A	0.466064
230235_at	11	11	70.2	P	0.014160
230236_at	11	11	29.3	A	0.533936
230237_at	11	11	3.3	A	0.919434
230238_at	11	11	10.5	A	0.567627
230239_at	11	11	13.6	A	0.725830
230240_at	11	11	135.4	A	0.366211
230241_at	11	11	144.0	P	0.030273
230242_at	11	11	93.2	A	0.067627
230243_at	11	11	170.6	P	0.001953
230244_at	11	11	34.2	A	0.601074
230245_s_at	11	11	32.7	A	0.366211
230246_at	11	11	12.4	A	0.500000
230247_at	11	11	37.2	A	0.171387
230248_x_at	11	11	84.6	P	0.014160
230249_at	11	11	5.6	A	0.303711
230250_at	11	11	18.5	A	0.274170
230251_at	11	11	6.4	A	0.696289
230252_at	11	11	555.3	P	0.001953
230253_at	11	11	92.2	A	0.129639
230254_at	11	11	67.2	A	0.129639
230255_at	11	11	3.5	A	0.985840
230256_at	11	11	183.6	P	0.002930
230257_s_at	11	11	526.0	A	0.095215
230258_at	11	11	9.0	A	0.657715
230259_at	11	11	186.5	P	0.018555
230260_s_at	11	11	5.4	A	0.870361
230261_at	11	11	31.7	A	0.334473
230262_at	11	11	43.7	A	0.219482
230263_s_at	11	11	1163.6	P	0.000244
230264_s_at	11	11	250.7	P	0.001953
230265_at	11	11	188.8	P	0.000244
230266_at	11	11	489.8	P	0.001221
230267_at	11	11	123.6	A	0.095215
230268_at	11	11	16.0	A	0.828613
230269_at	11	11	7.6	A	0.696289
230270_at	11	11	63.0	P	0.000732
230271_at	11	11	15.3	A	0.432373
230272_at	11	11	3.6	A	0.919434
230273_at	11	11	10.0	A	0.601074
230274_s_at	11	11	91.2	P	0.030273
230275_at	11	11	169.4	M	0.056152
230276_at	11	11	56.0	A	0.334473
230277_at	11	11	87.4	A	0.432373
230278_at	11	11	40.0	P	0.046143
230279_at	11	11	121.9	A	0.219482
230280_at	11	11	3.1	A	0.725830
230281_at	11	11	160.5	P	0.002930
230282_at	11	11	83.5	A	0.194580
230283_at	11	11	44.3	A	0.366211
230284_at	11	11	11.8	A	0.500000
230285_at	11	11	41.1	A	0.219482
230286_at	11	11	113.4	P	0.037598
230287_at	11	11	20.3	A	0.466064
230288_at	11	11	100.5	A	0.219482
230289_at	11	11	24.7	A	0.567627
230290_at	11	11	17.9	A	0.870361
230291_s_at	11	11	324.0	P	0.000732
230292_at	11	11	7.9	A	0.633789
230293_at	11	11	129.8	M	0.056152
230294_at	11	11	187.8	A	0.111572
230295_at	11	11	117.3	A	0.080566
230296_at	11	11	531.0	P	0.000244
230297_x_at	11	11	124.4	P	0.046143
230298_at	11	11	347.6	P	0.004150
230299_s_at	11	11	55.0	A	0.129639
230300_at	11	11	35.5	A	0.219482
230301_at	11	11	11.8	A	0.665527
230302_at	11	11	17.0	A	0.500000
230303_at	11	11	71.6	A	0.149658
230304_at	11	11	5.4	A	0.828613
230305_at	11	11	89.7	P	0.030273
230306_at	11	11	197.3	A	0.194580
230307_at	11	11	179.9	P	0.001953
230308_at	11	11	64.2	A	0.219482
230309_at	11	11	28.8	A	0.432373
230310_at	11	11	58.2	A	0.246094
230311_s_at	11	11	16.2	A	0.753906
230312_at	11	11	37.5	A	0.274170
230313_at	11	11	18.1	A	0.665527
230314_at	11	11	116.2	P	0.000244
230315_at	11	11	45.2	A	0.366211
230316_at	11	11	520.2	P	0.001221
230317_x_at	11	11	32.9	A	0.334473
230318_at	11	11	93.6	A	0.111572
230319_at	11	11	4.7	A	0.432373
230320_at	11	11	99.0	A	0.303711
230321_at	11	11	125.7	A	0.246094
230322_at	11	11	105.1	A	0.111572
230323_s_at	11	11	48.4	A	0.303711
230324_at	11	11	80.0	A	0.111572
230325_at	11	11	3.3	A	0.919434
230326_s_at	11	11	1859.3	P	0.001221
230327_at	11	11	69.5	A	0.334473
230328_at	11	11	16.6	A	0.500000
230329_s_at	11	11	204.8	P	0.018555
230330_at	11	11	15.2	A	0.665527
230331_at	11	11	24.1	A	0.095215
230332_at	11	11	108.5	P	0.005859
230333_at	11	11	1150.1	P	0.000244
230334_at	11	11	111.8	A	0.274170
230335_at	11	11	14.1	A	0.533936
230336_at	11	11	191.7	P	0.002930
230337_at	11	11	10.3	A	0.466064
230338_x_at	11	11	42.4	A	0.533936
230339_at	11	11	80.8	P	0.030273
230340_s_at	11	11	89.7	M	0.056152
230341_x_at	11	11	10.5	A	0.567627
230342_at	11	11	3.6	A	0.888428
230343_at	11	11	243.4	P	0.046143
230344_x_at	11	11	0.8	A	0.780518
230345_at	11	11	153.1	A	0.129639
230346_x_at	11	11	173.4	P	0.005859
230347_at	11	11	64.6	A	0.171387
230348_at	11	11	9.8	A	0.805420
230349_at	11	11	3.5	A	0.850342
230350_at	11	11	244.4	P	0.000244
230351_at	11	11	109.7	P	0.005859
230352_at	11	11	270.4	P	0.005859
230353_at	11	11	88.4	A	0.129639
230354_at	11	11	23.8	A	0.533936
230355_at	11	11	91.7	P	0.010742
230356_at	11	11	15.7	A	0.601074
230357_at	11	11	5.9	A	0.633789
230358_at	11	11	114.8	A	0.129639
230359_at	11	11	57.1	A	0.274170
230360_at	11	11	129.3	P	0.037598
230361_at	11	11	122.5	A	0.080566
230362_at	11	11	74.6	A	0.274170
230363_s_at	11	11	62.1	P	0.018555
230364_at	11	11	36.3	A	0.111572
230365_at	11	11	33.3	A	0.149658
230366_at	11	11	8.5	A	0.725830
230367_at	11	11	106.8	A	0.366211
230368_at	11	11	42.6	A	0.303711
230369_at	11	11	287.6	P	0.002930
230370_x_at	11	11	547.3	P	0.001221
230371_at	11	11	49.2	A	0.500000
230372_at	11	11	33.2	A	0.303711
230373_at	11	11	38.9	A	0.334473
230374_at	11	11	11.5	A	0.665527
230375_at	11	11	49.6	A	0.080566
230376_at	11	11	279.6	P	0.000244
230377_s_at	11	11	10.3	A	0.398926
230378_at	11	11	7.2	A	0.828613
230379_x_at	11	11	279.9	P	0.000244
230380_at	11	11	144.5	A	0.080566
230381_at	11	11	113.3	A	0.432373
230382_at	11	11	11.1	A	0.953857
230383_x_at	11	11	412.5	P	0.001953
230384_at	11	11	38.2	A	0.334473
230385_at	11	11	5.8	A	0.780518
230386_at	11	11	90.5	P	0.010742
230387_at	11	11	258.9	P	0.002930
230388_s_at	11	11	161.6	P	0.001953
230389_at	11	11	129.7	A	0.067627
230390_at	11	11	42.3	A	0.665527
230391_at	11	11	25.0	A	0.567627
230392_at	11	11	22.7	A	0.466064
230393_at	11	11	16.8	A	0.466064
230394_at	11	11	65.4	A	0.095215
230395_at	11	11	7.9	A	0.850342
230396_at	11	11	21.2	A	0.805420
230397_at	11	11	41.9	A	0.111572
230398_at	11	11	1671.6	P	0.002930
230399_at	11	11	72.2	A	0.129639
230400_s_at	11	11	18.1	A	0.567627
230401_at	11	11	9.8	A	0.696289
230402_at	11	11	35.7	A	0.246094
230403_at	11	11	86.6	P	0.002930
230404_at	11	11	89.6	P	0.014160
230405_at	11	11	50.1	A	0.500000
230406_at	11	11	35.1	A	0.500000
230407_at	11	11	408.1	P	0.008057
230408_at	11	11	216.9	P	0.030273
230409_at	11	11	94.2	A	0.171387
230410_at	11	11	5.9	A	0.904785
230411_at	11	11	202.2	P	0.018555
230412_at	11	11	6.2	A	0.432373
230413_s_at	11	11	114.5	P	0.000732
230414_s_at	11	11	52.0	A	0.171387
230415_at	11	11	45.2	A	0.432373
230416_at	11	11	456.3	P	0.000244
230417_at	11	11	38.1	A	0.274170
230418_s_at	11	11	14.8	A	0.696289
230419_at	11	11	89.4	A	0.111572
230420_at	11	11	5.1	A	0.633789
230421_at	11	11	67.8	A	0.080566
230422_at	11	11	62.2	A	0.080566
230423_at	11	11	5.5	A	0.943848
230424_at	11	11	72.0	A	0.129639
230425_at	11	11	5.1	A	0.780518
230426_at	11	11	129.1	P	0.010742
230427_s_at	11	11	108.7	A	0.149658
230428_at	11	11	25.9	A	0.366211
230429_at	11	11	75.7	A	0.067627
230430_at	11	11	21.3	A	0.805420
230431_at	11	11	38.3	A	0.171387
230432_at	11	11	6.7	A	0.780518
230433_at	11	11	88.5	A	0.129639
230434_at	11	11	102.7	P	0.046143
230435_at	11	11	235.2	P	0.000732
230436_s_at	11	11	28.3	A	0.466064
230437_s_at	11	11	40.0	A	0.334473
230438_at	11	11	77.4	A	0.334473
230439_at	11	11	7.0	A	0.753906
230440_at	11	11	88.4	A	0.219482
230441_at	11	11	68.5	A	0.095215
230442_at	11	11	94.9	A	0.246094
230443_at	11	11	4.0	A	0.725830
230444_at	11	11	95.5	P	0.037598
230445_at	11	11	8.7	A	0.805420
230446_at	11	11	35.9	A	0.334473
230447_at	11	11	33.0	A	0.219482
230448_at	11	11	213.7	P	0.030273
230449_x_at	11	11	248.6	A	0.095215
230450_at	11	11	159.8	P	0.023926
230451_at	11	11	36.7	A	0.366211
230452_at	11	11	96.2	A	0.067627
230453_s_at	11	11	7.6	A	0.919434
230454_at	11	11	127.3	P	0.002930
230455_at	11	11	7.4	A	0.919434
230456_at	11	11	7.4	A	0.665527
230457_at	11	11	29.9	A	0.366211
230458_at	11	11	10.3	A	0.601074
230459_s_at	11	11	3.8	A	0.633789
230460_at	11	11	9.3	A	0.533936
230461_s_at	11	11	42.7	A	0.194580
230462_at	11	11	164.3	P	0.001953
230463_at	11	11	13.7	A	0.696289
230464_at	11	11	433.6	P	0.001953
230465_at	11	11	18.3	A	0.111572
230466_s_at	11	11	91.6	P	0.000244
230467_at	11	11	107.7	A	0.219482
230468_s_at	11	11	4.2	A	0.976074
230469_at	11	11	0.6	A	0.919434
230470_at	11	11	92.6	A	0.194580
230471_at	11	11	6.0	A	0.994141
230472_at	11	11	605.2	P	0.000732
230473_s_at	11	11	8.7	A	0.567627
230474_at	11	11	3.8	A	0.805420
230475_at	11	11	141.7	A	0.149658
230476_at	11	11	17.1	A	0.466064
230477_at	11	11	21.4	A	0.828613
230478_at	11	11	4.1	A	0.822998
230479_at	11	11	164.2	P	0.001221
230480_at	11	11	60.6	A	0.067627
230481_at	11	11	125.6	P	0.008057
230482_at	11	11	50.7	A	0.194580
230483_at	11	11	103.4	A	0.432373
230484_at	11	11	117.1	A	0.274170
230485_at	11	11	29.2	A	0.366211
230486_at	11	11	125.2	A	0.274170
230487_at	11	11	28.0	A	0.601074
230488_s_at	11	11	184.0	A	0.149658
230489_at	11	11	8.0	A	0.696289
230490_x_at	11	11	477.1	P	0.000244
230491_at	11	11	103.5	P	0.037598
230492_s_at	11	11	658.4	P	0.000732
230493_at	11	11	31.8	A	0.366211
230494_at	11	11	924.2	P	0.018555
230495_at	11	11	3.4	A	0.976074
230496_at	11	11	4.2	A	0.633789
230497_at	11	11	6.4	A	0.665527
230498_at	11	11	13.6	A	0.850342
230499_at	11	11	97.5	A	0.303711
230500_at	11	11	58.6	A	0.111572
230501_at	11	11	3.4	A	0.665527
230502_s_at	11	11	188.5	P	0.002930
230503_at	11	11	228.4	P	0.001221
230504_at	11	11	238.7	A	0.080566
230505_at	11	11	78.4	P	0.037598
230506_at	11	11	19.6	A	0.432373
230507_at	11	11	29.8	A	0.095215
230508_at	11	11	546.8	P	0.000244
230509_at	11	11	97.2	A	0.194580
230510_at	11	11	41.3	A	0.219482
230511_at	11	11	11.2	A	0.533936
230512_x_at	11	11	70.7	A	0.219482
230513_at	11	11	131.2	A	0.067627
230514_s_at	11	11	11.5	A	0.780518
230515_at	11	11	12.5	A	0.850342
230516_at	11	11	77.2	A	0.067627
230517_at	11	11	7.8	A	0.567627
230518_at	11	11	794.2	P	0.000732
230519_at	11	11	3.7	A	0.334473
230520_at	11	11	116.6	P	0.018555
230521_at	11	11	16.8	A	0.601074
230522_s_at	11	11	31.7	A	0.398926
230523_at	11	11	224.1	P	0.000732
230524_at	11	11	92.4	A	0.149658
230525_at	11	11	9.3	A	0.753906
230526_at	11	11	92.2	A	0.219482
230527_at	11	11	37.5	A	0.080566
230528_s_at	11	11	277.9	P	0.000732
230529_at	11	11	39.5	A	0.194580
230530_at	11	11	83.5	A	0.171387
230531_at	11	11	6.4	A	0.665527
230532_at	11	11	323.5	P	0.000732
230533_at	11	11	146.0	P	0.001953
230534_at	11	11	3.4	A	0.865479
230535_s_at	11	11	15.0	A	0.533936
230536_at	11	11	63.7	A	0.334473
230537_at	11	11	94.5	A	0.080566
230538_at	11	11	50.0	M	0.056152
230539_at	11	11	18.7	A	0.533936
230540_at	11	11	47.6	A	0.246094
230541_at	11	11	14.0	A	0.665527
230542_at	11	11	45.9	A	0.095215
230543_at	11	11	41.9	A	0.149658
230544_at	11	11	8.7	A	0.805420
230545_at	11	11	49.9	P	0.046143
230546_at	11	11	34.1	A	0.432373
230547_at	11	11	1.6	A	0.870361
230548_at	11	11	9.2	A	0.870361
230549_at	11	11	6.5	A	0.753906
230550_at	11	11	29.2	A	0.334473
230551_at	11	11	100.6	P	0.046143
230552_at	11	11	13.8	A	0.366211
230553_at	11	11	69.2	A	0.129639
230554_at	11	11	3.9	A	0.928955
230555_s_at	11	11	10.3	A	0.500000
230556_at	11	11	149.0	P	0.000732
230557_at	11	11	24.6	A	0.601074
230558_at	11	11	56.6	A	0.500000
230559_x_at	11	11	756.7	P	0.000244
230560_at	11	11	11.8	A	0.557861
230561_s_at	11	11	93.9	P	0.000732
230562_at	11	11	47.6	P	0.037598
230563_at	11	11	65.1	A	0.171387
230564_at	11	11	78.1	A	0.080566
230565_at	11	11	58.7	A	0.171387
230566_at	11	11	147.4	P	0.037598
230567_at	11	11	4.0	A	0.969727
230568_x_at	11	11	4.5	A	0.805420
230569_at	11	11	119.5	P	0.000732
230570_at	11	11	157.2	P	0.000732
230571_at	11	11	84.8	A	0.274170
230572_at	11	11	149.3	A	0.080566
230573_at	11	11	41.2	A	0.303711
230574_at	11	11	197.7	P	0.030273
230575_at	11	11	47.8	A	0.366211
230576_at	11	11	46.4	A	0.095215
230577_at	11	11	13.1	A	0.633789
230578_at	11	11	32.7	A	0.095215
230579_at	11	11	14.1	A	0.665527
230580_at	11	11	9.7	A	0.601074
230581_at	11	11	73.0	P	0.010742
230582_at	11	11	18.6	A	0.665527
230583_s_at	11	11	34.5	A	0.219482
230584_at	11	11	68.3	A	0.334473
230585_at	11	11	46.3	A	0.432373
230586_s_at	11	11	21.4	A	0.601074
230587_at	11	11	52.7	A	0.366211
230588_s_at	11	11	575.7	P	0.005859
230589_at	11	11	18.1	A	0.725830
230590_at	11	11	121.7	A	0.095215
230591_at	11	11	70.3	A	0.129639
230592_at	11	11	170.7	P	0.002930
230593_at	11	11	2.1	A	0.904785
230594_at	11	11	35.4	A	0.219482
230595_at	11	11	6.2	A	0.753906
230596_at	11	11	49.0	A	0.149658
230597_at	11	11	53.2	A	0.067627
230598_at	11	11	72.5	A	0.067627
230599_at	11	11	172.4	P	0.000732
230600_at	11	11	16.5	A	0.303711
230601_s_at	11	11	60.3	A	0.219482
230602_at	11	11	15.6	A	0.366211
230603_at	11	11	11.2	A	0.753906
230604_at	11	11	238.6	P	0.000732
230605_at	11	11	208.1	P	0.030273
230606_at	11	11	15.3	A	0.696289
230607_at	11	11	11.8	A	0.850342
230608_at	11	11	121.6	A	0.366211
230609_at	11	11	31.3	A	0.194580
230610_at	11	11	191.0	P	0.010742
230611_at	11	11	67.6	A	0.095215
230612_at	11	11	86.3	A	0.366211
230613_at	11	11	15.6	A	0.870361
230614_at	11	11	54.2	A	0.246094
230615_at	11	11	11.0	A	0.696289
230616_at	11	11	87.4	A	0.111572
230617_at	11	11	6.9	A	0.828613
230618_s_at	11	11	548.4	P	0.000732
230619_at	11	11	148.4	P	0.001221
230620_at	11	11	76.4	A	0.067627
230621_at	11	11	1138.5	P	0.000244
230622_at	11	11	105.3	A	0.080566
230623_x_at	11	11	330.8	P	0.000244
230624_at	11	11	124.5	P	0.018555
230625_s_at	11	11	17.3	A	0.725830
230626_at	11	11	49.6	A	0.274170
230627_at	11	11	5.1	A	0.870361
230628_at	11	11	10.0	A	0.805420
230629_s_at	11	11	72.0	A	0.366211
230630_at	11	11	79.4	A	0.194580
230631_s_at	11	11	28.0	A	0.366211
230632_at	11	11	9.6	A	0.943848
230633_at	11	11	96.6	A	0.274170
230634_x_at	11	11	163.0	P	0.023926
230635_at	11	11	3.1	A	0.432373
230636_s_at	11	11	45.1	P	0.010742
230637_at	11	11	63.0	A	0.219482
230638_at	11	11	15.1	A	0.753906
230639_at	11	11	11.9	A	0.696289
230640_at	11	11	64.3	A	0.149658
230641_at	11	11	6.0	A	0.665527
230642_at	11	11	15.8	A	0.953857
230643_at	11	11	190.8	P	0.030273
230644_at	11	11	6.4	A	0.696289
230645_at	11	11	44.4	P	0.018555
230646_at	11	11	6.2	A	0.976074
230647_at	11	11	54.4	A	0.194580
230648_at	11	11	129.0	A	0.129639
230649_at	11	11	61.5	A	0.334473
230650_at	11	11	4.3	A	0.725830
230651_at	11	11	47.0	P	0.001953
230652_at	11	11	81.6	P	0.030273
230653_at	11	11	190.1	P	0.014160
230654_at	11	11	62.8	A	0.067627
230655_at	11	11	183.7	P	0.010742
230656_s_at	11	11	578.4	P	0.000244
230657_at	11	11	83.2	P	0.014160
230658_at	11	11	67.3	A	0.194580
230659_at	11	11	224.8	P	0.001953
230660_at	11	11	135.0	P	0.008057
230661_at	11	11	5.3	A	0.725830
230662_at	11	11	38.7	A	0.274170
230663_at	11	11	7.2	A	0.398926
230664_at	11	11	84.5	P	0.008057
230665_at	11	11	41.0	A	0.149658
230666_at	11	11	55.0	P	0.001953
230667_at	11	11	92.0	A	0.171387
230668_at	11	11	4.5	A	0.981445
230669_at	11	11	253.4	P	0.014160
230670_at	11	11	15.6	A	0.334473
230671_at	11	11	49.0	P	0.046143
230672_at	11	11	76.5	A	0.111572
230673_at	11	11	4.4	A	0.904785
230674_at	11	11	5.5	A	0.904785
230675_at	11	11	9.2	A	0.725830
230676_s_at	11	11	85.8	A	0.080566
230677_at	11	11	8.4	A	0.888428
230678_at	11	11	64.6	A	0.274170
230679_at	11	11	254.0	P	0.000244
230680_at	11	11	6.3	A	0.932373
230681_at	11	11	35.2	A	0.246094
